"genus"	"0_Sal"	"0_SubG"	"0_SupG"	"0_T"	"21_Sal"	"21_SubG"	"21_SupG"	"21_T"
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola"	0	2.30176084704799e-05	0	0	0	0.000162183235867446	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Algibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Algitalea"	0	7.63126530547533e-05	0.000161704629283734	3.85166883353531e-05	0	0	0	0.00013654153453644
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Antarcticibacterium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga"	0.0158338428770919	0.0549244423485295	0.0655487619041499	0.00746596443637191	0.028816021552342	0.0672523452752574	0.104839320195796	0.0135992646484311
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Costertonia"	0	0	0	8.54609550261724e-06	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Dokdonia"	0	0	0	0	0	0	0	1.26322438023054e-05
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavicella"	0	0	0	6.42430958747902e-06	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium"	0	4.56679171615129e-05	5.6627947307695e-06	3.99968002559795e-05	0	3.11890838206628e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Jejudonia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Kordia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lutimonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter"	0	0	6.18945935072571e-06	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Nonlabens"	0	0	5.6627947307695e-06	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS2b_marine_group"	0	7.67253615682664e-05	6.18945935072571e-06	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS4_marine_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter"	0	5.88182679821611e-05	5.78753112401237e-05	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum"	0	0	1.81508962630221e-05	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Ulvibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Wenyingzhuangia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group"	0	1.53450723136533e-05	1.28756055558238e-05	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__Schleiferia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella"	0.00314791636102828	0.00740255995569443	0.00755251082899855	0.00184071142007359	0.00503385626246171	0.00441396707931035	0.00558895592524318	0.00152987660129221
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium"	0	4.60352169409598e-05	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17"	0	0	0	0	0	6.23781676413255e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93"	0	0	0	0	0	2.18323586744639e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae"	0	0.000230176084704799	0	4.81823219060926e-06	0	0	0	4.96197883716026e-06
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium"	0.00143813447530762	0.00342631406620798	0.00266608339278969	0.000106875636568575	0.000730479740106403	0.00175587660526624	0.000504348142353238	3.0226466441771e-05
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__LiUU-11-161; g__LiUU-11-161"	0	0	0	0	0	1.24756335282651e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group"	0	7.74923476306715e-06	0	8.54609550261724e-06	0	5.30214424951267e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter"	0	8.4397897725093e-05	0	0	0	0	0	3.03509100809655e-05
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__ST-12K33; g__ST-12K33"	0	0	7.07849341346188e-06	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium"	0	0.00204468139949132	4.46494092719333e-05	8.70852564660803e-06	0	1.46961569549563e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36"	0	0	0	1.13947940034897e-05	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales"	0	0	2.60043977236264e-05	0	0	8.73294346978557e-05	0	0
"d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__MSB-3C8; g__MSB-3C8"	0	6.13802892546131e-05	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__Rubrivirga"	0	0	0	0	0	0	0	6.27529729220922e-06
"d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28"	0	2.30176084704799e-05	6.18945935072571e-06	0	0	0	0	0
"d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__Calditrichaceae"	0	0	0	0	0	9.35672514619883e-06	0	0
"d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__SM23-31"	0	1.53450723136533e-05	0	0	0	0	0	0
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter"	0.00120921231289517	0.00171651374729007	0.00152775325022311	0.00188018361873559	0.00127829587809477	0.00264328157023142	0.0020470066262132	0.0020566205053392
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Wolinella"	4.47322217376232e-06	0	0	0	0	0	0	0
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfuricurvum"	0	1.53450723136533e-05	0	0	0	0	0	0
"d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas"	0	2.30176084704799e-05	0	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Flexilinea"	1.70175192227164e-05	0.00027083563053243	6.83207006733575e-05	0	1.27392592120768e-05	1.33136291621733e-05	0	0
"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Leptolinea"	0	6.42302010405293e-06	0	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured"	0	0	5.6627947307695e-06	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45"	0	2.6968924458254e-05	0	0	0	0	0	0
"d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadaceae; g__Cloacimonadaceae"	0	2.48034327950988e-06	0	0	0	0	0	0
"d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__Cloacimonadales; g__Cloacimonadales"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__PBS-18; g__PBS-18"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__SHA-4; g__SHA-4"	0	5.37077530977865e-05	0	2.24348188388379e-05	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast"	1.30821559392988e-05	0.000751440581181561	0.000147695518854114	0.000110034944573275	1.56068631180562e-05	5.83608743038842e-05	0	0.000363452541143931
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__uncultured; g__uncultured"	0	0	0	6.42430958747902e-06	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa_PCC-7319"	0	6.41745547890261e-06	0	0	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Limnotrichales; f__Limnotrichaceae; g__Limnothrix"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__Phormidesmis_ANT.LACV5.1"	0	0	2.166310772754e-05	8.03038698434878e-06	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Pseudanabaena_PCC-7429"	0	5.38611503102675e-05	1.93134083337357e-05	0	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Cyanobium_PCC-6307"	0	0	0	0	0	5.92592592592593e-05	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Prochlorococcus_MIT9313"	0	0.00017735982225559	3.91926317852244e-05	1.16113675288107e-05	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902"	0	0.000374699191006581	0	0	0	0	0	0
"d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Gastranaerophilales; f__Gastranaerophilales; g__Gastranaerophilales"	9.40822278671559e-06	0.000853434494704912	2.48204278511365e-05	3.95222184688605e-05	0	9.79743796997085e-06	2.2028736486747e-06	1.57903047528817e-05
"d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__Obscuribacteraceae"	0	1.16238521446007e-05	0	0	0	0	0	0
"d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales"	0	4.27830365260174e-06	0	0	0	0	0	0
"d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum"	0	8.55660730520349e-06	0	0	0	0	0	0
"d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus"	0	0	0	0	0	0	0	1.0712085910929e-05
"d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Babeliales; g__Babeliales"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfarculia; o__Desulfarculales; f__Desulfarculaceae; g__uncultured"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfobacter"	0	0.00181662765692363	0.000119655603344659	5.34905598516691e-05	5.17940152015435e-06	0	1.66500166500167e-05	1.30167485870074e-05
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacterales; g__Desulfatiferula"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfococcus"	0	3.83626807841332e-05	0	4.27304775130862e-06	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema"	0	6.90528254114397e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__Sva0081_sediment_group"	0	2.60501058204082e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured"	0	9.60217498696938e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__Desulfobulbus"	0	0.000317437848700278	9.76260410652513e-05	0	0	7.55287009063444e-06	1.10837711422935e-05	2.21064266540344e-05
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__[Desulfobacterium]_catecholicum_group"	0	4.96068655901977e-06	0	0	0	0	0	3.36284227429023e-06
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulfocapsa"	0	3.17090378685185e-06	2.166310772754e-05	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae; g__Desulfurivibrio"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae; g__MSBL7"	0	1.54984695261343e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfomonilia; o__Desulfomonilales; f__Desulfomonilaceae; g__Desulfomonile"	0	3.83626807841332e-05	0	0	0	9.79743796997085e-06	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfomicrobiaceae; g__Desulfomicrobium"	0	0.000549006317185165	4.36987305958593e-05	2.03198931754187e-05	0	2.44935949249271e-05	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio"	0.000193873089399562	0.000942332270630453	0.00037756250391317	1.99435784367843e-05	2.20761100758781e-05	0.000190406527610731	2.32498777108995e-05	1.89483657034581e-05
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia; f__Desulfuromonadaceae; g__Trichloromonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia; f__Syntrophotaleaceae; g__Syntrophotalea"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Citrifermentans"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geobacter"	0	0.000145778186979706	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Trichlorobacter"	0	9.97429700387463e-05	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__uncultured"	0	0	2.25323097226916e-05	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Sva1033; f__Sva1033; g__Sva1033"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae; g__Smithella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Desulforhabdus"	0	0.00012910238608293	6.18945935072571e-06	0	0	0	0	0
"d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus"	0	5.37077530977865e-05	0	8.70852564660803e-06	0	0	0	0
"d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__Elusimicrobium"	0	1.53450723136533e-05	0	0	0	0	0	0
"d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__Endomicrobiales; f__Endomicrobiaceae; g__Endomicrobium"	0	3.08941490872199e-05	0	0	0	0	0	0
"d__Bacteria; p__Elusimicrobiota; c__Lineage_IIb; o__Lineage_IIb; f__Lineage_IIb; g__Lineage_IIb"	0	4.27830365260174e-06	0	0	0	0	0	0
"d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__B122; g__B122"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Acholeplasma"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma"	0	0.000283883837802586	0	1.43359595449376e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus"	0	0.000368281735527679	0	1.15180833909237e-05	7.64035328993613e-05	9.35672514619883e-06	1.10143682433735e-05	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus"	0	0	0	1.45142094110134e-05	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Psychrobacillus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Catenibacterium"	0	4.26446941868351e-05	0	2.84869850087241e-06	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Eggerthia"	4.34191675291239e-05	5.83652077995419e-05	1.26163634233601e-05	0	2.47547812296673e-05	1.33136291621733e-05	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium"	0	3.84393793903737e-05	0	0	0	0	0	8.74890638670166e-06
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelotrichaceae_UCG-003"	0	5.37077530977865e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__UCG-004"	0	3.06901446273066e-05	0	0	0	0	9.22296518330643e-06	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum"	2.50885940979082e-05	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenisphaera"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dubosiella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix"	0	1.54984695261343e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella"	0	6.90528254114397e-05	0	1.28198964793359e-05	5.17940152015435e-06	0	0	5.3560429554645e-06
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium"	0	0	3.41259075358535e-06	0	0	0	0	4.18353152813948e-06
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__uncultured; g__uncultured"	0	4.90677142908881e-05	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Izemoplasmatales; f__Izemoplasmatales; g__Izemoplasmatales"	4.05910050332846e-06	8.4397897725093e-05	6.4378027779119e-06	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia"	0.000433451771452847	0.00205008108214348	0.00157768808718564	0	0.001918820497593	0.000994769839427153	0.00207925422714697	7.51823418181568e-05
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella"	0.0129716895614783	0.0104362352618971	0.0120713997010133	0.0173367991500117	0.0109900148704694	0.00253381803970495	0.00357861632144958	0.0109521790206583
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus"	0	0.000107415506195573	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus"	0	0.000288218646821562	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus"	9.40822278671559e-06	0.00190278896689301	0	5.18313752591569e-05	3.20894838177317e-05	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Brochothrix"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__P5D1-392; g__P5D1-392"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus"	0	5.79897665004884e-05	3.25610697019246e-05	0	0	0.000177777777777778	0	0
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus"	0.103260303722337	0.178855453276507	0.179337914966998	0.109530805295285	0.10255834799314	0.0390787784897943	0.0620745593556091	0.0764244464059802
