"SubG_GLM_p"	"SupG_GLM_p"	"Sal_GLM_p"	"T_GLM_p"	"SubG_GLM_slope"	"SupG_GLM_slope"	"Sal_GLM_slope"	"T_GLM_slope"	"SubG_GLM_p_adj"	"SupG_GLM_p_adj"	"Sal_GLM_p_adj"	"T_GLM_p_adj"
"d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio"	0.364538595295919	0.0257441736387995	0.222187968921422	0.976297436834254	-0.0183801289529592	-0.0336925788426299	-0.012729466987319	0.00024881651773209	0.48883436422486	0.0816711715437777	0.459354902039793	0.99356062886029
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Lactobacillus_vaginalis"	0.174969564527378	0.763760343536388	0.185387466120918	0.590099234317229	-0.0167604301239848	0.0022486797517909	0.00915948680169436	-0.0028342548761121	0.31563137130429	0.831549723140209	0.410523154916132	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__uncultured_bacterium"	0.365063490290244	0.0515108265388735	0.000290880875349314	0.268653135616368	0.021773045310176	0.0412567034795384	0.0918041030715809	0.0141249946177735	0.48883436422486	0.137084786660434	0.00812322289028061	0.66800239126232
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella"	0.000653534904587781	0.000146357028277195	0.0309849448273749	0.0301212067267821	-0.0507097960413152	-0.0542391975391356	-0.0164650254404863	-0.0342752973636863	0.00354971416155995	0.00149609406683355	0.139054386542365	0.492360731047495
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus"	8.73446527138891e-07	4.73708906027718e-07	0.245958665635465	0.130025962883859	-0.0667205338691045	-0.0502353384753193	-0.00842766077001394	-0.0178660274936694	5.3571386997852e-05	2.1790609677275e-05	0.475519316568725	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_anginosus"	0.964909195600109	0.139986194212271	0.12640613296298	0.797720343431379	0.000882222738132233	-0.0200502980105315	0.0167367224749083	-0.000216281356471664	0.977291230006714	0.258296052810632	0.323037895349839	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mutans"	0.222290607299338	0.20929855375554	0.674261338455341	0.176232595037622	-0.0161643327613871	-0.0228400515319502	-0.0031326468215386	-0.00577602463948684	0.35566497167894	0.337815209570345	0.782281872637699	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__Firmicutes_oral"	0.115451488637929	0.33366250701347	0.00889972003560337	0.900894917700888	0.0117855141928994	0.00378732717443299	0.0355840975099828	0.0016946899543061	0.228420149563214	0.465105312806655	0.0631532523555583	0.97508626386449
"d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__uncultured_bacterium"	0.0137663809437955	0.222566444934581	0.0213811769435678	0.908942189401115	0.0445980936040378	0.0225418858583663	0.0318519819883816	-0.00229000899140633	0.0460548017028796	0.350019024512503	0.10352990941096	0.9780430576012
"d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella"	0.273668263734527	0.0163680626056395	0.767925950266682	0.372197621847425	0.0128500789870861	0.0369823944298871	0.00215948173615672	-0.0139178665869197	0.406088391348008	0.0547586094443211	0.841061755053985	0.815290028808645
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014"	0.0222285869467526	5.04863768638136e-06	0.411711070710563	0.28711876956508	0.0520930775952332	0.0998496174073937	-0.00811208535030973	0.0184415726542019	0.0597741699078747	0.00013270704775631	0.587142111635822	0.675711018477743
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; f__Clostridia_UCG-014; g__Clostridia_UCG-014; s__Clostridiales_bacterium"	1.5832105836438e-06	8.62112604281958e-05	0.0336505005623158	0.28985428003928	0.101798930178777	0.0967672934160846	0.0363794550066342	0.0270486510621247	5.82621494780917e-05	0.000991429494924251	0.141688788585968	0.675711018477743
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitaleaceae_UCG-011; s__Lachnospiraceae_bacterium"	0.709727933689194	0.205890871483723	0.689031760497348	0.0321104824596192	0.00672273121642458	-0.0194849221757362	0.00390486962569984	0.0148910269665701	0.805498496071856	0.335255932327478	0.788096453298348	0.492360731047495
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae"	0.0338704876041225	0.00801706631774235	0.000432790339925092	0.787857300604095	0.0438764749022587	0.0679290680604821	0.0607457738002673	0.00515465166267765	0.0853721879336785	0.0327808933881021	0.00995417781827713	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Butyrivibrio"	0.198912797533738	0.139963599218664	0.189250300700553	0.152324683445857	-0.00131399614626868	-0.00133198559479	0.0213922993067342	0.0262524154565087	0.340733332574088	0.258296052810632	0.410523154916132	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Butyrivibrio; s__Firmicutes_oral"	0.444578899780237	0.854892356347852	0.69721147637348	0.797720343431379	0.0121588195855935	0.00307594409095313	-0.00440133058193415	-0.000216281356471664	0.544031649786572	0.888701658576298	0.788096453298348	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catonella"	0.00134452769790216	0.0360357685939267	0.0755097937640363	0.196646360361182	0.0809496970462362	0.0540726158278001	0.0336157121980088	0.0257495872118712	0.00651034464247362	0.103602834707539	0.25261458277423	0.629667601799293
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catonella; s__Catonella_morbi"	0.382829798436999	0.140378289570996	0.557572339178646	0.384082434935895	-0.0107524886611674	-0.0121230369359103	-0.00693101150461497	-0.00720384032190748	0.502577962634652	0.258296052810632	0.693198043303181	0.821757767769821
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catonella; s__uncultured_bacterium"	0.015283055189819	0.853509039719988	0.0165912167813004	0.293787399338149	0.0526190981495887	0.00427618657203872	-0.0380496391114749	-0.0160462156799707	0.048484175084943	0.888701658576298	0.0825076726421426	0.675711018477743
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella"	0.299976085999452	0.500581343457409	0.337833017495876	0.717150513812743	0.0236363194234356	0.0132850066395198	0.014340945753999	0.00536152525280949	0.421340456670986	0.621892683221647	0.551845948814315	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__Firmicutes_oral"	0.217860533509985	0.0318020007387657	0.299100294682305	0.981886143316079	0.0164094560912004	0.0349727780836568	0.00779988518084179	0.000104168392691387	0.351634545314362	0.0975261355988814	0.509578279829113	0.99356062886029
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__Johnsonella_ignava"	0.157085739883373	0.701973670766864	0.955683318514803	0.797720343431379	0.0252278657653656	0.00628822864834597	-0.000379911814018443	-0.000216281356471664	0.291957334732733	0.773432068389838	0.976920725592909	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Johnsonella; s__uncultured_bacterium"	0.00254836648380048	0.000256612742067668	0.0731302140243213	0.494363158211623	0.0717513040342623	0.0659657552688094	0.0341953402341512	0.015980546846347	0.0110611229779954	0.002117685848856	0.25261458277423	0.883560609455391
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum"	0.0675808058454162	0.00656123824814814	0.39174285233556	0.111417021929455	0.0488967884659222	0.0727513184838682	0.0105672542957652	-0.0235974200596706	0.152965076690847	0.0274379054013468	0.579351838144326	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__Eubacterium_sp."	0.919220272742922	0.434420340723544	0.337108727345236	0.152797144102707	0.00107654384344925	-0.0134374843687794	0.00355834204954568	-0.00533559412569468	0.956525329885806	0.562800513437372	0.551845948814315	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__uncultured_bacterium"	0.900609959751496	0.637818379773654	0.427592624778262	0.0488603825833631	0.00193681982657016	0.0099108974277933	-0.00765887941373852	-0.0274382915322815	0.952369152840663	0.742775834673116	0.587142111635822	0.528841787961106
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__uncultured_Lachnospiraceae"	0.362766298533067	0.0550375049908236	0.00487148008706285	0.797720343431379	0.0207843552647992	0.0449481924096288	-0.00156097071967735	-0.000216281356471664	0.48883436422486	0.140651401643216	0.0471764387378718	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium"	0.938454507804006	0.50792676574794	0.0459128795807428	0.210515489745876	-0.00193880913611529	-0.014583192600745	-0.0240371206707093	-0.0191262987052606	0.96609572002992	0.623056832650806	0.179744039209716	0.634997542840018
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__Oribacterium_parvum"	0.0183972179102776	0.139963599218664	0.792903284184798	0.0799727205215917	-0.0186297678016163	-0.00133198559479	0.00292319707738559	0.0200517205432178	0.0554932474670669	0.258296052810632	0.863279315325461	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Oribacterium; s__uncultured_organism"	0.288262296769726	0.503597879347964	0.00864883100562905	0.18964386794468	-0.014943165217367	-0.00640730847594698	-0.033446088755731	-0.0248223743710934	0.411542076663197	0.621892683221647	0.0631532523555583	0.629667601799293
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Stomatobaculum; s__uncultured_bacterium"	0.442452594602613	0.175660104279243	0.100245294661263	0.499068306734647	0.0221220065040936	0.0292514277655353	-0.0158090710595867	-0.00864427186007176	0.544031649786572	0.29652714850808	0.271251973789299	0.883560609455391
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__uncultured; s__Eubacterium_sp."	0.181921758450968	0.224555938319273	0.380086862848326	0.647014158385951	0.0142935546533995	0.0152184903082793	0.0145547072050177	0.0103528732366804	0.32186157264402	0.350155022463952	0.573986183291231	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter"	0.000655925442896947	0.147412717818038	0.60599435770387	0.441032013575774	-0.04578241015328	-0.015737558447296	0.00462211483748504	-0.0131817498580505	0.00354971416155995	0.260807116139606	0.724045206607221	0.854209373662551
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__Peptococcus"	0.0222442359294677	0.948014729515827	0.972258837914913	0.430977282280194	0.0455006515031048	0.00109828864814419	-0.000446013769025212	0.0134862006763859	0.0597741699078747	0.958432473796221	0.982943000968923	0.844052623911473
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_brachy_group; s__[Eubacterium]_brachy"	0.00672707503931056	0.315265455805973	0.882027285300543	0.493721509390923	0.0527008930528253	0.019181688077563	-0.00178827725582264	0.00401854260144401	0.0252608532088396	0.448936843465409	0.922240326154281	0.883560609455391
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_nodatum_group"	0.53396751356378	0.139368555696481	0.380577795443099	0.731474192995693	0.0118432266883357	-0.0176835608235474	-0.0125143850741726	0.00497313713153799	0.633871112875713	0.258296052810632	0.573986183291231	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Amnipila; s__Eubacterium_sp."	0.198912797533738	0.116372977810439	0.580688578456852	0.136422794542732	-0.00131399614626868	-0.00689172887780519	-0.00666025894834225	-0.0192322672314309	0.340733332574088	0.240591324911469	0.7029388055004	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Family_XIII_UCG-001; s__Eubacterium_sp."	0.42931134063478	0.491550719218599	0.415099869280301	0.319542841963351	0.0138302625092655	-0.00982485450234332	-0.00814715629213093	0.010105594071496	0.539686896196465	0.619488577645358	0.587142111635822	0.725875097793292
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Mogibacterium"	0.724033386125296	0.437393877291001	0.871357633399348	0.162781234941291	0.00543877287177098	-0.00669442735705181	-0.0020030230240947	-0.0143728950942173	0.805498496071856	0.562800513437372	0.921435658307357	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__[Eubacterium]_yurii_group; s__uncultured_bacterium"	0.000182983684842136	0.0335489287265346	0.426561842633116	0.530470242994961	0.0770863476749668	0.0461501672110496	0.0121906770186813	-0.00985167269738229	0.00139945982597123	0.101196768617744	0.587142111635822	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Filifactor"	0.994009489660381	0.143594937066193	0.992768686560629	0.0190527942325656	-0.000166688899648305	-0.0326824077568475	-0.000110866842972176	-0.0228329470813558	0.99944123550552	0.258642031504102	0.992768686560629	0.438214267349009
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus"	0.28460703061422	0.683983886052276	0.520303825472093	0.22306349419638	0.0220102540066198	-0.00835855916351785	-0.00681477771606171	-0.0246221247450158	0.411542076663197	0.767396555083042	0.674530386908746	0.640726479793687
"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Parvimonas"	0.0151669848468945	0.355890183358079	0.132444934396759	0.586133103272956	0.0472434235268311	-0.0189630243266394	0.0164632763564979	0.0115464198793706	0.048484175084943	0.477983895896982	0.325186479305862	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae"	2.66329634210755e-06	1.01798829601279e-06	5.73119246384976e-06	0.0170940630646825	0.111909222119124	0.127863885788084	0.0977708382716801	0.0670715867691557	6.65210702672594e-05	3.74619692932708e-05	0.000351513137782785	0.438214267349009
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Centipeda"	1.29633716233952e-05	0.000629930644645327	0.18964384873843	0.888172989243019	0.129875819360961	0.0946760952894076	0.0214352279200325	0.00205660536896431	0.000163982521092079	0.00413954423624072	0.410523154916132	0.967004911365181
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Centipeda; s__uncultured_bacterium"	0.0541010277825937	0.000403393275331426	0.0750969386471718	0.797720343431379	0.036708070844224	0.0683782417912058	0.0145889983668045	-0.000216281356471664	0.129280378077886	0.0029689745064393	0.25261458277423	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Selenomonas"	2.5218164941608e-05	0.0631974788069991	0.905150498324924	0.462232635673364	0.106126905990265	0.0417744702971598	0.00136168123888239	0.0158138419007968	0.000272949549956228	0.15381781625256	0.940947410688056	0.883560609455391
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Selenomonas_sputigena"	2.89222044640258e-06	0.000101046085893252	0.01199839487462	0.572666562522654	0.138405798681513	0.116678317055508	0.039898659198379	0.0160189414158953	6.65210702672594e-05	0.00109367528260932	0.0742738717258452	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Veillonellaceae_bacterium"	0.11800471048491	0.647576770885869	0.417605546313487	0.650447424118309	0.0452442982968113	0.0114831321871416	-0.0117084647619964	0.00131651665537034	0.230987943927908	0.744713286518749	0.587142111635822	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Selenomonadaceae; g__uncultured; s__Mitsuokella_sp."	0.149897211985944	0.212453338000995	0.0704882743001313	0.426196082579638	0.0174801412398064	0.0149261842747073	-0.011153154208075	0.010811205152711	0.281439663320548	0.338342155984681	0.251006816437651	0.844052623911473
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Anaeroglobus"	0.570808734786872	0.0642916974608583	0.302516212443937	0.15520709607155	-0.00324187747120913	-0.0185373451502832	-0.00584542896439205	-0.00847448637903213	0.668973294272513	0.15381781625256	0.510669569630132	0.624729454740992
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Anaeroglobus; s__Anaeroglobus_geminatus"	0.181557576334631	0.782967580903034	0.096142023111845	0.797720343431379	0.026494767093211	-0.00338437072221594	-0.00813978527108889	-0.000216281356471664	0.32186157264402	0.842491432082796	0.264031824665365	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister"	0.0192867945162391	0.114905258922999	0.0772194838700383	0.772124294233585	0.0785502810684713	0.0510184247465466	0.0377287964542583	-0.00322572644431415	0.056329685571238	0.240256450475362	0.253721161287269	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__Dialister_pneumosintes"	0.0681692189600516	0.126784361281623	0.0808132718040168	0.276182656280968	0.046175393466347	-0.0304808250894426	-0.0301576362265542	-0.00978411309889841	0.152965076690847	0.253568722563245	0.26087091249016	0.675711018477743
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Megasphaera; s__Megasphaera_micronuciformis"	0.378664708594293	0.385642383157059	0.338905392478356	0.668846700581673	0.0241727365180961	0.0191596013039789	-0.0115341418591267	-0.00558000093462449	0.501254002743524	0.510490636697114	0.551845948814315	0.889579049644689
"d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella"	0.320342633071565	0.62675254695051	0.135805719959181	0.355731112360788	-0.0152111300858255	0.00762417812132638	-0.009797644873402	-0.00869890250047766	0.443180785602766	0.73453801680824	0.328792795690649	0.788608731016686
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium"	0.000585008363897192	0.00222305472304681	0.405084200836225	0.194240504255994	0.0391080365002153	0.0337939252104566	0.00800179609546416	0.0164226889389911	0.00336379809240885	0.0120306490894298	0.586893645306026	0.629667601799293
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__uncultured_bacterium"	0.0102858805190579	0.268225691861894	0.524432038488111	0.797720343431379	0.0646172829704082	0.0257756494843765	-0.00967427963677282	-0.000216281356471664	0.0357094719906917	0.397568501211362	0.674530386908746	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia"	1.29918534365739e-05	4.34158896549918e-06	0.256214996603523	0.198482178828038	0.107917108457655	0.0943115013476947	0.0167729321202235	0.0269407897833123	0.000163982521092079	0.00013270704775631	0.486016076031425	0.629667601799293
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_buccalis"	5.33865607857703e-06	5.81829368391635e-06	0.000309035653434589	0.875323924470662	0.151595873237755	0.133045560597601	0.0715806219565698	-0.00201230609767844	8.93011562234702e-05	0.000133820754730076	0.00812322289028061	0.958688107753583
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_goodfellowii"	0.205551086498499	0.0793637289048846	0.926284953754291	0.245076073609608	-0.0208510046795145	-0.0368520776140544	-0.00123627873208627	0.00292261089686579	0.340733332574088	0.184847166056946	0.957508042083087	0.644199964916684
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hofstadii"	0.0702604265555657	0.159121892331407	0.0891098405834432	0.135468245829069	0.0477105787310848	0.0255995775177976	0.0252292437929208	0.012718094055567	0.155756468052542	0.273630169990457	0.264031824665365	0.624729454740992
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hongkongensis"	0.270206696660773	0.897435453835814	0.0955738402105874	0.695300054343586	-0.0243389579035241	-0.00309160647998836	0.024287467008158	0.00649010269256822	0.406088391348008	0.922503483272569	0.264031824665365	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_shahii"	0.548987942289765	0.00156623073129819	0.00487148008706285	0.797720343431379	0.015480476913062	0.0657082370327587	-0.00156097071967735	-0.000216281356471664	0.647524239623825	0.00929633724383441	0.0471764387378718	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_sp."	0.854668744440523	0.455308486348855	0.293571165299723	0.70085048473231	0.00357611361320401	-0.0131919070724004	-0.0201055079535705	-0.00578878536446302	0.909898456959505	0.581783065890203	0.509578279829113	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__uncultured_bacterium"	0.041610272987195	0.0040177370402826	0.161845421345581	0.260644998596564	0.0430735733468833	0.0507714869458883	0.0183243420562412	0.0161675098710471	0.102083869728585	0.0187567830998814	0.376956424399834	0.66609277419122
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__unidentified"	0.410399666454738	0.673416376544731	0.531412151350496	0.797720343431379	0.0167608953460899	0.00810679913917116	0.00574585354657371	-0.000216281356471664	0.520783025018426	0.760175541621047	0.674530386908746	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus; s__uncultured_bacterium"	0.243591456669631	0.113055615794456	0.0126116317546536	0.64082553822408	0.00733569563211303	0.0136816084775928	0.0425728145047923	-0.00409641645638078	0.376645613674051	0.239943867496667	0.0742738717258452	0.889579049644689
"d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__uncultured; s__Leptotrichia-like_sp."	0.795962168899679	0.0129797759741728	0.426100667510441	0.205498864366374	-0.00299033652500913	-0.0241061434434605	-0.00178821668889419	-0.00670658353106487	0.856473912734157	0.0450618637593924	0.587142111635822	0.634997542840018
"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1); s__SR1_bacterium"	0.0769902012934492	0.00268171715828025	0.384377720628042	0.510971709697069	0.0378475630171835	0.0535785154868578	0.0138706152911436	0.0117645735302822	0.164723221372031	0.0139183293083607	0.575004069882599	0.889579049644689
"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22; s__Gracilibacteria_bacterium"	0.00993068510721518	0.000221818485716426	0.00635481240945602	0.140386567429633	0.0517047845678415	0.0692566047325858	0.0419583222119455	0.00941183829681158	0.0351393473024537	0.00204073006859112	0.0521769685037759	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia"	0.0747976502104937	0.0122178115030912	0.120895620952944	0.560766652554834	-0.0350481870612282	-0.0465461740197347	0.0346176943412541	0.0109399305846463	0.161914913396834	0.0432322560878611	0.31330696134284	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__uncultured_bacterium"	0.0711062136761606	0.10582782365576	0.132548836673585	0.797720343431379	-0.0285958968054807	-0.029894250274025	-0.0111101720880844	-0.000216281356471664	0.155756468052542	0.229744352041228	0.325186479305862	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae"	0.00780228806681813	8.56322884386501e-05	0.000704542767596905	0.00335722631749114	0.0726206173475632	0.107764262365351	0.0645039207455808	0.0566516804162783	0.0287124200858907	0.000991429494924251	0.01440398547087	0.205909880806123
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__Ottowia_sp."	0.695314172504006	0.602325083400612	0.463522796213121	0.621159695290566	0.00113731207376703	-0.00265307296715259	0.00324433085681375	-0.00174907936831366	0.794644768576007	0.715018163520727	0.627119077229516	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae"	0.731077439369565	0.0531187780255069	0.273909786819138	0.524889907640451	-0.00955846850432771	0.0451668904164381	0.0295834766196806	0.0108230508585347	0.805498496071856	0.137659931784412	0.502254759902404	0.889579049644689
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Eikenella"	0.656300303232849	0.804154820591322	0.283845471111814	0.0260991558812961	-0.0098716922725489	0.00526967786249158	0.0172019236988138	0.0393573664271956	0.754745348717776	0.860258645283739	0.502254759902404	0.492360731047495
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Eikenella; s__uncultured_bacterium"	0.022415313715453	0.00585257006416938	0.363140718716042	0.149275883150189	0.055734237414711	0.0654872883043718	0.0155486417052761	0.0155787801019268	0.0597741699078747	0.0250435556234225	0.566253324099591	0.624729454740992
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Kingella; s__uncultured_bacterium"	0.366625773168645	0.0642001523451274	0.161374510848633	0.0287380986359199	-0.0221058895782585	-0.0402074085750547	0.0276383437891792	0.0213867403672722	0.48883436422486	0.15381781625256	0.376956424399834	0.492360731047495
